worm_id,file,x,y,class_count_well,truth_class,plate,well
4,20220427-dauerProtocol3-p001-m2X_H12.png,1106,418,15,non-dauer,p001,H12
5,20220427-dauerProtocol3-p001-m2X_H12.png,1622,488,7,prune,p001,H12
6,20220427-dauerProtocol3-p001-m2X_H12.png,302,796,7,prune,p001,H12
7,20220427-dauerProtocol3-p001-m2X_H12.png,642,852,15,non-dauer,p001,H12
8,20220427-dauerProtocol3-p001-m2X_H12.png,1688,988,15,non-dauer,p001,H12
9,20220427-dauerProtocol3-p001-m2X_H12.png,1062,1100,15,non-dauer,p001,H12
10,20220427-dauerProtocol3-p001-m2X_H12.png,454,1266,15,non-dauer,p001,H12
11,20220427-dauerProtocol3-p001-m2X_H12.png,1046,1300,15,non-dauer,p001,H12
12,20220427-dauerProtocol3-p001-m2X_H12.png,622,1328,15,non-dauer,p001,H12
13,20220427-dauerProtocol3-p001-m2X_H12.png,486,1350,15,non-dauer,p001,H12
14,20220427-dauerProtocol3-p001-m2X_H12.png,1166,1398,15,non-dauer,p001,H12
15,20220427-dauerProtocol3-p001-m2X_H12.png,844,1408,15,non-dauer,p001,H12
16,20220427-dauerProtocol3-p001-m2X_H12.png,476,1464,15,non-dauer,p001,H12
17,20220427-dauerProtocol3-p001-m2X_H12.png,700,1500,15,non-dauer,p001,H12
18,20220427-dauerProtocol3-p001-m2X_H12.png,508,1578,7,prune,p001,H12
19,20220427-dauerProtocol3-p001-m2X_H12.png,516,1622,7,prune,p001,H12
20,20220427-dauerProtocol3-p001-m2X_H12.png,650,1668,7,prune,p001,H12
21,20220427-dauerProtocol3-p001-m2X_H12.png,1380,1664,15,non-dauer,p001,H12
22,20220427-dauerProtocol3-p001-m2X_H12.png,1306,1790,7,prune,p001,H12
